product,price,customer,date
prod_68_51093,900,ONARNATJ4279006920,12/17/2021 12:10
prod_48_45608,762,OUHXRVGF2201871170,11/12/2021 22:29
prod_11_11715,537,TURQKTQQ349129531,11/9/2021 17:49
prod_15_41448,381,QJNGLNBO2867082163,10/17/2021 2:14
prod_95_23572,781,lfsgcizx3402483731,10/14/2021 20:56
prod_60_60974,461,Ilotyezv192725825,10/2/2021 8:17
prod_10_11397,493.2,IYYNIOQF752781764,10/19/2021 8:59
prod_5_57392,450,Cnincuyw2827572866,10/8/2021 12:05
prod_49_45071,992,Tfgxmpfj283775594,11/6/2021 22:51
prod_3_54932,808.2,Mzkmwpuk4132915656,12/16/2021 19:27
prod_6_30449,571.5,JSVNUCFF1646683950,12/30/2021 5:00
prod_7_10386,980,PXWJALUJ4288131948,10/17/2021 1:33
prod_74_3805,899.1,urwmftjk4054139953,12/23/2021 10:08
prod_30_26729,163,Fbrxzolg760580899,10/20/2021 8:18
prod_89_41895,377,Fpfznfrw3534969708,10/28/2021 4:53
prod_1_38922,400.5,Ecmnvakm4126185996,10/7/2021 15:22
prod_80_49478,842.4,Kjiwifcw2207956437,12/25/2021 18:22
prod_60_60974,414.9,qkhybqix3135748788,12/16/2021 0:50
prod_17_16579,600,fmooyeyq2565007547,11/5/2021 14:07
prod_17_16579,600,Qmwytfxy3146198917,10/27/2021 6:26
prod_8_13701,152,ruoaekyh3670006216,11/15/2021 13:02
prod_82_50164,486,qecoeqaz1543229905,11/7/2021 14:18
prod_68_51093,900,DVWMRYCU1861421989,11/26/2021 2:43
prod_26_31806,733,Zfmhqrik3584832188,10/20/2021 23:41
prod_31_31200,714.6,Wpemtybh3601290531,11/28/2021 6:29
prod_0_40386,571,SUZVXSZX3384969272,10/10/2021 6:13
prod_45_49428,799,cvfwilkk3995162996,11/5/2021 2:53
prod_20_26093,368,Zjisnkga2005181154,10/7/2021 8:14
prod_9_14928,68,Nayjwdbh4268150918,11/29/2021 11:19
prod_50_27592,291.6,Kpxirldz3597092784,11/8/2021 1:28
prod_8_13701,152,XJBHVWUA603835276,11/8/2021 1:18
prod_36_41136,49,diyjepfc1188402857,11/4/2021 10:07
prod_41_45645,497,uiuipfvx2909657722,12/3/2021 3:17
prod_51_48835,900,fojoreji124746982,11/30/2021 23:18
prod_63_47776,438.3,LCBJSOND2235488621,10/4/2021 6:16
prod_25_46445,603,GQPFLSYY3185770139,12/13/2021 23:16
prod_43_49233,969,Fcitvonj1387875923,12/11/2021 9:42
prod_61_30290,772.2,YSWWZMTY1559421387,11/7/2021 6:36
prod_26_31806,733,NKONFHSA4076058030,10/25/2021 16:43
prod_94_4935,495.9,PFEZQTOL2805735901,12/28/2021 10:24
prod_63_47776,438.3,PHWGLXBP756514654,10/6/2021 12:52
prod_16_11667,932,Yhrljdke1672732656,11/8/2021 13:37
prod_25_46445,670,Nmyvnikj3423140497,12/1/2021 4:52
prod_63_47776,487,Flvgogcr1636066458,11/20/2021 23:53
prod_72_7398,175,GBCJCNFK1442716108,10/24/2021 9:43
prod_14_25023,587.7,xdfneioh1096817946,10/1/2021 0:37
prod_85_61350,662,Vulvmmxn378514817,12/19/2021 10:39
prod_83_35734,734.4,lacrhiwe4112192308,11/21/2021 6:23
prod_25_46445,603,cnincuyw2827572866,10/10/2021 4:12
prod_75_31613,522,DARIKZXU741220080,10/9/2021 7:28
prod_96_8204,711,MYVFXSKX1870503312,10/17/2021 22:58
prod_21_35586,320,LWGNURXZ3106773361,11/16/2021 16:04
prod_21_35586,288,AHKOCZJI3858444408,12/9/2021 1:53
prod_44_29979,693,cdnjcbdc700340501,12/16/2021 17:07
prod_32_53584,164,pxwjaluj4288131948,10/22/2021 14:05
prod_56_23126,498.6,slemyico3413932255,10/25/2021 2:26
prod_57_31611,739,FGADDIMK3813234790,11/5/2021 18:48
prod_31_31200,714.6,Ebeuyvxo22259664,12/1/2021 3:07
prod_38_19499,6,siyugaig3562873052,10/12/2021 6:56
prod_25_46445,603,BOVMIOWP2391703858,12/1/2021 12:50
prod_55_62200,631.8,Ltuxotmz2637843221,11/11/2021 13:05
prod_99_26910,167.4,frtyzckh3004541385,10/31/2021 11:18
prod_9_14928,68,Schtxwhe3891534228,12/10/2021 13:48
prod_93_8330,395,CUKBWLSK3358895334,10/30/2021 18:39
prod_87_44039,893,Zqhwmlzs3999122459,10/2/2021 0:47
prod_24_36520,356,umusvonp1207279084,12/15/2021 23:38
prod_55_62200,702,ezivwkck4269602042,11/7/2021 22:04
prod_1_38922,445,Rsugorwi2102063392,11/1/2021 3:27
prod_37_41572,886.5,MEFPPZRJ3377085817,12/24/2021 11:13
prod_27_407,847,lxchynlq2709867513,12/27/2021 3:19
prod_96_8204,711,FYPBEQML330146180,12/16/2021 16:28
prod_55_62200,702,EYWWKNWW705712580,12/18/2021 7:38
prod_75_31613,522,Ezivwkck4269602042,11/18/2021 2:40
prod_50_27592,291.6,Aukmmizh180444992,10/3/2021 5:58
prod_79_34297,22,Dmxbusgo666130720,11/9/2021 23:39
prod_53_20228,794,gfobfdtn3765590085,11/3/2021 15:19
prod_75_31613,522,Pluuyhkm672619153,12/8/2021 11:32
prod_59_43738,998,Crbsyilv1485483712,12/13/2021 5:07
prod_72_7398,175,Elthirjw3887192975,12/30/2021 3:09
prod_18_47747,730,jtmkhkdw314718913,11/21/2021 10:17
prod_35_48767,442,kucwaxhx227147528,11/30/2021 4:59
prod_76_36249,118,pibohahe3808046723,12/5/2021 12:13
prod_36_41136,49,Cevaesvu4066913924,12/8/2021 14:50
prod_55_62200,631.8,IJJNOBNN1686425393,11/28/2021 13:05
prod_62_27090,936,OAZCDTUN1308046546,10/15/2021 3:02
prod_6_30449,635,Pwfwcwqu1166588491,11/20/2021 6:59
prod_75_31613,469.8,Plxtqmwp235794630,12/23/2021 6:24
prod_37_41572,985,gfobfdtn3765590085,10/15/2021 16:33
prod_27_407,847,qewnrmry3840571400,10/29/2021 8:41
prod_15_41448,381,KUCWAXHX227147528,10/20/2021 20:14
prod_70_52165,290,Hvjtkmzv1547522183,11/6/2021 17:23
prod_85_61350,595.8,ISMNZMVS3473629367,11/9/2021 22:16
prod_21_35586,288,Lcqmfwon3794203789,11/2/2021 7:29
prod_39_38431,268,diyjepfc1188402857,10/16/2021 4:45
prod_68_51093,900,Zqifbhsf4162206765,10/23/2021 14:13
prod_2_51462,570.6,JZPVZERL3213161821,11/23/2021 0:26
prod_7_10386,980,KGCSZTKI1795136228,11/24/2021 22:58
prod_97_58742,442.8,EHTYDVCX2143805436,10/19/2021 1:59
prod_55_62200,702,pikmwqgd307362063,10/21/2021 6:37
prod_90_33398,121,wuggqayp3109983872,10/9/2021 13:56
prod_77_56230,79,Ayyjivur4137873971,12/27/2021 11:07
prod_9_14928,61.2,Bnbuzuio2875529415,12/18/2021 12:33
prod_76_36249,118,iyacladq4264894324,12/2/2021 19:18
prod_94_4935,551,czvgmqir2722619214,12/26/2021 2:14
prod_20_26093,368,uvumnwmh2970698342,12/13/2021 15:52
prod_51_48835,810,yhyplwwd63281440,12/29/2021 14:38
prod_78_35167,511,Uyabchih2147909808,11/5/2021 23:10
prod_73_55136,952,YYGPBQWS3353576620,11/18/2021 13:24
prod_51_48835,900,RMVVNLYV3086514011,11/1/2021 7:06
prod_97_58742,492,GIIZFVMQ1259903120,12/24/2021 12:00
prod_87_44039,893,Jdgtqnmw903984522,12/8/2021 0:38
prod_69_31245,773,mowzriau2042555790,12/16/2021 10:07
prod_38_19499,6,Psarruub3407782043,10/16/2021 3:26
prod_63_47776,438.3,RSOJMGQB3260212962,12/9/2021 11:20
prod_41_45645,497,bpttumar2969132364,11/9/2021 0:15
prod_80_49478,842.4,vkhglhgx597786195,10/12/2021 18:48
prod_22_40693,893,DABFYBZL1663164789,10/15/2021 17:32
prod_56_23126,498.6,vomgetje468268849,10/14/2021 6:09
prod_53_20228,714.6,FYYXILHZ3704358002,11/5/2021 18:53
prod_65_38327,627,Yrstqcdi3879497774,10/1/2021 8:41
prod_9_14928,68,IOQDLMQD2689205657,12/24/2021 22:28
prod_6_30449,571.5,Mnfrcfzj928432685,12/6/2021 5:58
prod_55_62200,631.8,HCSVGWSZ3928273639,12/30/2021 23:33
prod_91_39898,666,Ehtydvcx2143805436,12/10/2021 23:25
prod_85_61350,662,Smbehtph2187166915,11/21/2021 23:36
prod_26_31806,733,mdsdrzxl1326865370,11/15/2021 1:06
prod_15_41448,381,FHVYGGQT1199514713,12/29/2021 12:18
prod_29_17163,265,ZBTDGVNJ86814955,10/2/2021 23:17
prod_40_42608,750,Kgcsztki1795136228,12/12/2021 1:33
prod_24_36520,356,ojkaggui3746956811,10/17/2021 12:37
prod_97_58742,492,smbehtph2187166915,12/11/2021 16:28
prod_88_35492,126,Qigwkyjy1330585078,10/8/2021 0:57
prod_18_47747,730,ekcgqnqe3673460215,12/15/2021 14:56
prod_4_23879,467,MNDCOJNY803916889,11/2/2021 5:05
prod_7_10386,882,VETNURNM514969795,12/24/2021 3:19
prod_42_28811,386.1,lbucvbdl3671985980,12/21/2021 13:39
prod_48_45608,762,ryijvqbi3436909618,12/10/2021 4:37
prod_95_23572,781,TJKGMSFH3674830649,12/25/2021 6:22
prod_77_56230,71.1,Fnqloavx3388845197,10/25/2021 10:58
prod_54_46375,119,Sqqqrepo4097449325,10/10/2021 2:51
prod_59_43738,898.2,afuaquhw3765108772,10/31/2021 15:44
prod_21_35586,320,Suzvxszx3384969272,11/21/2021 12:04
prod_39_38431,241.2,Tlunoslm1474635345,10/11/2021 14:55
prod_56_23126,498.6,Wwfeoizq605284414,12/28/2021 14:05
prod_5_57392,450,OXIVBDFD4274652133,11/17/2021 17:36
prod_6_30449,635,zkjkhnyx572361246,11/27/2021 7:13
prod_47_11852,41.4,LNUCCANL3592453306,11/1/2021 2:15
prod_89_41895,339.3,FPZDWSZJ3631599847,11/15/2021 13:00
prod_85_61350,662,Dmxbusgo666130720,10/5/2021 7:43
prod_93_8330,355.5,HQUKSLCF654082356,12/24/2021 19:08
prod_50_27592,324,XXFDYTRQ1444263260,11/22/2021 14:36
prod_8_13701,136.8,bovmiowp2391703858,10/27/2021 7:28
prod_19_48699,826,uiuipfvx2909657722,11/17/2021 21:34
prod_66_49521,247,Uyoavucp2102882824,10/8/2021 1:55
prod_4_23879,420.3,lbucvbdl3671985980,12/20/2021 6:47
prod_84_64018,145.8,yhyplwwd63281440,11/1/2021 0:35
prod_64_24023,622,jjfxawcq2018303911,10/25/2021 0:21
prod_58_20298,708,IYACLADQ4264894324,12/20/2021 23:48
prod_46_63367,331,Vakkblpb4206776701,12/21/2021 2:31
prod_6_30449,571.5,JCUEEZGT2803731970,10/24/2021 7:46
prod_77_56230,79,Uvfhwruz1954607185,11/26/2021 11:12
prod_59_43738,998,czvgmqir2722619214,11/30/2021 7:57
prod_53_20228,794,Cfuustzh2220695522,11/19/2021 7:09
prod_64_24023,559.8,AUKMMIZH180444992,11/13/2021 21:49
prod_98_47920,320,Bvhkrswc431856763,12/29/2021 19:47
prod_77_56230,79,tcgdxdbj768748572,10/5/2021 14:01
prod_25_46445,670,XHMWKJSK1555336306,11/6/2021 20:15
prod_73_55136,952,UFHJYUBC3045279573,12/5/2021 12:32
prod_99_26910,167.4,MYVFXSKX1870503312,12/17/2021 4:58
prod_78_35167,511,Slwhalxh3289042142,11/14/2021 12:46
prod_70_52165,261,fvgunxjk2076276710,11/5/2021 2:36
prod_92_16857,679.5,Fxbdbaid158796516,11/23/2021 22:10
prod_57_31611,739,gaqsarfq98002028,10/31/2021 9:16
prod_35_48767,397.8,qzamhiyn4038669594,11/13/2021 6:45
prod_22_40693,893,FMOOYEYQ2565007547,10/6/2021 12:27
prod_60_60974,461,Qznnfvdk433899161,12/4/2021 17:08
prod_11_11715,483.3,DJWWRCME2627206262,12/29/2021 5:22
prod_16_11667,838.8,NUGZAQMU708014139,12/18/2021 17:07
prod_9_14928,68,Mzztqkwr1232697078,11/18/2021 20:20
prod_0_40386,513.9,fwuqrnhj2204450433,11/8/2021 3:12
prod_50_27592,324,GWACMTJZ4239065922,10/26/2021 8:52
prod_32_53584,164,mzztqkwr1232697078,12/15/2021 13:55
prod_8_13701,136.8,Jffuuwnc981329932,11/30/2021 3:54
prod_13_59066,986,VAKKBLPB4206776701,10/19/2021 22:04
prod_17_16579,600,ruyhqjlz644233955,12/26/2021 17:20
prod_68_51093,900,ngrjbrlm179594142,12/13/2021 0:45
prod_89_41895,339.3,givunaqb3358929228,11/20/2021 10:47
prod_85_61350,662,XIXEJQVV934263017,10/5/2021 11:00
prod_23_11675,854.1,rjezcvyh117794743,12/25/2021 16:24
prod_54_46375,119,Cfuustzh2220695522,10/14/2021 22:42
prod_42_28811,429,mpzuayvn1648844223,12/23/2021 18:00
prod_32_53584,147.6,nnohkrwo3080121036,11/10/2021 15:59
prod_67_33621,999,Ubvtmmch3542055114,12/15/2021 13:33
prod_99_26910,167.4,Agpjayzk2690854307,12/1/2021 16:32
prod_25_46445,670,Ekqpgxze1256404542,10/22/2021 12:28
prod_27_407,847,MKKJDINW2393305528,10/24/2021 7:18
prod_78_35167,459.9,Afuaquhw3765108772,11/23/2021 22:00
prod_40_42608,675,QWYWVMFD2189054349,10/2/2021 3:46
prod_21_35586,320,WRZYQTDQ2594822501,11/25/2021 2:12
prod_94_4935,551,uavtfiqr3277820910,11/14/2021 16:37
prod_59_43738,998,LSBLJNXD2438880833,10/26/2021 1:09
prod_61_30290,772.2,Slemyico3413932255,11/24/2021 15:24
prod_9_14928,61.2,pkfphfrd663026420,11/19/2021 12:48
prod_32_53584,164,STEWLVFI4112851620,12/7/2021 19:09
prod_26_31806,659.7,HBCQTVHM2023977834,12/29/2021 8:56
prod_67_33621,999,Mowzriau2042555790,12/19/2021 7:26
prod_69_31245,773,cbweevul1455707870,10/23/2021 23:17
prod_15_41448,381,nyuckoyl3534433755,11/7/2021 17:59
prod_67_33621,999,UBVTMMCH3542055114,12/17/2021 11:26
prod_5_57392,500,GLMIKOVU3448312843,11/15/2021 9:40
prod_13_59066,986,Nvmfymve437805198,11/9/2021 9:36
prod_74_3805,999,Elzklivr2349789302,11/25/2021 6:30
prod_30_26729,163,Hlmnyrqu2559620382,10/9/2021 4:13
prod_21_35586,320,BTLKZYBJ3719654462,11/8/2021 11:28
prod_14_25023,653,zqifbhsf4162206765,10/26/2021 8:51
prod_81_32865,656,ubvtmmch3542055114,11/13/2021 5:08
prod_88_35492,126,Ujfxaaxd1835889437,10/28/2021 23:05
prod_30_26729,146.7,GOBMDCIK69368002,10/22/2021 17:53
prod_26_31806,733,Ahhawidv387309678,10/25/2021 22:28
prod_25_46445,670,Rtkgbvbg3135566329,11/13/2021 11:54
prod_85_61350,662,Yiqgxkug1664057943,11/9/2021 5:58
prod_1_38922,445,wbxnotlq3499433499,10/4/2021 3:48
prod_77_56230,71.1,HXZXKZNL2056854758,10/2/2021 3:59
prod_21_35586,288,Djhfjxya340223670,11/27/2021 22:34
prod_60_60974,461,uwjidkqv2679480124,10/18/2021 8:48
prod_60_60974,461,AZHPFZGG929140562,10/10/2021 13:35
prod_75_31613,469.8,cdjotwqs10290362,10/7/2021 13:21
prod_18_47747,657,Iikbserf2051368261,10/27/2021 5:53
prod_60_60974,461,Xhereqfa4015613849,10/20/2021 17:48
prod_33_25785,124,iyzbkyqx3639275559,12/26/2021 0:04
prod_72_7398,175,Elthirjw3887192975,10/12/2021 23:23
prod_8_13701,152,Siyugaig3562873052,12/14/2021 22:40
prod_67_33621,899.1,fnqloavx3388845197,12/3/2021 9:22
prod_20_26093,331.2,njvufnbb1074658128,12/5/2021 16:14
prod_70_52165,290,ESYNYOKQ827490950,10/25/2021 4:30
prod_24_36520,320.4,KDVPVZWL2137664409,12/26/2021 18:19
prod_4_23879,467,Nvmfymve437805198,10/28/2021 9:07
prod_24_36520,320.4,epbjfnyl293824930,11/14/2021 15:33
prod_29_17163,265,RUGNWFOX308583232,10/14/2021 10:46
prod_26_31806,659.7,skzcsqfh3440435988,10/26/2021 12:41
prod_38_19499,6,fwjcwdni2113363709,12/1/2021 3:35
prod_11_11715,537,Pgyxmstu673912939,11/18/2021 22:48
prod_69_31245,773,Bainrukp4122894771,11/10/2021 9:29
prod_10_11397,493.2,HVLVZKHF2208954995,10/3/2021 11:54
prod_74_3805,999,iipyvfwr2117538077,10/1/2021 15:18
prod_8_13701,152,Okfmymzi1611352402,11/10/2021 13:47
prod_77_56230,79,ilotyezv192725825,11/28/2021 10:55
prod_58_20298,708,ACDIUQKC1722300902,10/1/2021 3:18
prod_24_36520,356,WBDDZDMJ3848435558,10/14/2021 5:40
prod_43_49233,969,Putdxqba3536116178,11/15/2021 23:57
prod_16_11667,838.8,KDVPVZWL2137664409,11/16/2021 14:01
prod_80_49478,936,Dlfsalll2494829002,11/19/2021 7:43
prod_33_25785,124,JNEHXRKU2066613058,10/2/2021 9:54
prod_80_49478,936,TSREWFON2215435107,11/6/2021 16:26
prod_50_27592,291.6,RYAECYTC2688130284,12/19/2021 19:12
prod_26_31806,659.7,Lbucvbdl3671985980,10/10/2021 21:44
prod_58_20298,637.2,fyyxilhz3704358002,11/26/2021 18:25
prod_15_41448,381,cgkyklvl4161723078,10/9/2021 1:28
prod_98_47920,320,Gaqsarfq98002028,11/24/2021 2:29
prod_11_11715,483.3,Djouqrcg3803093150,10/7/2021 2:25
prod_36_41136,44.1,jsvnucff1646683950,12/13/2021 18:57
prod_56_23126,554,Hclhhgck2950093991,11/23/2021 18:52
prod_32_53584,164,TQNVODRN3261056262,12/17/2021 0:21
prod_1_38922,400.5,Iekpkpri454516748,12/14/2021 16:50
prod_35_48767,397.8,Uarmhpik817862538,10/9/2021 12:31
prod_63_47776,487,ZMSARRPO3272444645,10/21/2021 20:08
prod_6_30449,635,gapdxprp2840096726,12/10/2021 16:01
prod_30_26729,146.7,sihmczwo664587217,10/13/2021 19:32
prod_31_31200,714.6,nuwmkgcw3700377933,12/15/2021 13:48
prod_10_11397,548,Zbtdgvnj86814955,12/28/2021 8:44
prod_19_48699,743.4,lnuccanl3592453306,10/6/2021 8:10
prod_92_16857,755,ZMSARRPO3272444645,10/23/2021 7:59
prod_50_27592,324,xtlhkeyz284481040,10/7/2021 13:00
prod_47_11852,41.4,Hcbvjetd3966381786,12/2/2021 2:52
prod_33_25785,124,wwanhwqk4220740587,12/20/2021 22:54
prod_96_8204,790,Iavsrzmn116222087,10/8/2021 9:09
prod_84_64018,162,NCXQMCCH1105785134,11/8/2021 8:23
prod_3_54932,898,VGKCRUMS4153817987,11/2/2021 3:53
prod_10_11397,548,pmdqozbi2206591007,12/9/2021 22:07
prod_31_31200,714.6,OUGHYMTB3047163445,12/24/2021 16:56
prod_59_43738,998,crbsyilv1485483712,12/12/2021 5:04
prod_78_35167,459.9,QKHYBQIX3135748788,10/14/2021 12:50
prod_9_14928,68,NMYVNIKJ3423140497,12/19/2021 5:21
prod_91_39898,666,vomgetje468268849,12/10/2021 15:15
prod_96_8204,790,fgxtlknf975321173,11/21/2021 10:05
prod_55_62200,631.8,AMZROMOV231044057,10/2/2021 13:44
prod_22_40693,893,ZXHSPNFJ2194985156,11/23/2021 10:55
prod_72_7398,175,qpbwaqbg1760147292,12/23/2021 0:49
prod_85_61350,595.8,MEWCYRCF2536334841,12/3/2021 6:24
prod_58_20298,637.2,Wnnwylin3196490811,10/24/2021 14:59
prod_9_14928,68,Toqikoxv3979933616,10/13/2021 18:27
prod_48_45608,685.8,iikbserf2051368261,12/11/2021 5:05
prod_52_8939,730,hjtvzuxc1356504634,12/16/2021 19:14
prod_74_3805,999,itvdgvnl319182919,11/6/2021 3:25
prod_4_23879,467,ENUTDESR3188073317,11/18/2021 8:44
prod_48_45608,762,icpptoip3041795380,10/22/2021 16:29
prod_4_23879,467,zjisnkga2005181154,11/14/2021 2:35
prod_11_11715,537,Fbrxzolg760580899,10/12/2021 14:31
prod_81_32865,656,CBWEEVUL1455707870,10/16/2021 22:16
prod_0_40386,571,Rusxvlmn2570398130,11/23/2021 9:56
prod_89_41895,377,rbksxxyo3630594081,10/10/2021 4:42
prod_10_11397,493.2,jugipuff1921119749,11/21/2021 6:54
prod_93_8330,395,dboiamgd4263253776,11/24/2021 6:56
prod_71_12599,372.6,Fpzdwszj3631599847,10/3/2021 8:57
prod_1_38922,400.5,Qntoasef1954689676,12/25/2021 15:34
prod_21_35586,320,ruyhqjlz644233955,10/4/2021 3:59
prod_72_7398,175,xbvlwufz4135253770,12/1/2021 19:27
prod_65_38327,627,URYRQMJG214288503,12/14/2021 11:50
prod_42_28811,429,SSVBIQJB3306990981,10/10/2021 16:50
prod_30_26729,163,jjctrolu3708469048,12/21/2021 22:46
prod_84_64018,162,Btzicsvk950138127,12/12/2021 17:55
prod_32_53584,164,mmfnuyhr389604296,11/26/2021 11:52
prod_69_31245,695.7,ozvgpefw2772540013,10/7/2021 16:32
prod_46_63367,331,KWVHLMMU3454186806,12/9/2021 19:47
prod_63_47776,438.3,Yhyplwwd63281440,12/5/2021 1:32
prod_79_34297,22,Xxfdytrq1444263260,10/21/2021 16:27
prod_7_10386,980,iwdqlioi1780275356,11/17/2021 12:10
prod_0_40386,571,cnjxvfvi3685953072,12/21/2021 2:46
prod_10_11397,493.2,rwljahfv3644402493,11/23/2021 23:22
prod_11_11715,537,Aonrajhy759763951,10/11/2021 6:38
prod_2_51462,634,eotfoeam3903500157,10/12/2021 13:19
prod_50_27592,324,Jqmyjqzl1819006730,12/6/2021 6:27
prod_73_55136,952,iipyvfwr2117538077,12/26/2021 13:50
prod_5_57392,450,cnincuyw2827572866,12/29/2021 18:53
prod_88_35492,113.4,Xrjrnyue2438488154,11/22/2021 2:48
prod_59_43738,998,DSFZZPWS3527343106,10/17/2021 0:32
prod_6_30449,635,lxchynlq2709867513,11/3/2021 19:56
prod_28_46543,951,Rtkgbvbg3135566329,11/27/2021 18:28
prod_68_51093,900,BAINRUKP4122894771,11/24/2021 22:13
prod_78_35167,459.9,Hkiqjvso4179349103,10/27/2021 19:00
prod_78_35167,459.9,Fpzdwszj3631599847,10/4/2021 0:55
prod_50_27592,291.6,jxzxufej1169257384,11/13/2021 8:03
prod_84_64018,145.8,RXJWVKFK83730122,11/11/2021 6:47
prod_56_23126,498.6,tjwpgorh3132820046,11/4/2021 2:58
prod_53_20228,794,Gbepumvo38238716,11/25/2021 10:43
prod_96_8204,790,YTIWSPIK1608151972,11/3/2021 21:35
prod_85_61350,662,Mkrfnwfk2123378043,11/4/2021 10:04
prod_57_31611,739,OOUDESDD2869502848,10/29/2021 20:30
prod_4_23879,467,Uijjmbeh158267331,10/11/2021 6:21
prod_7_10386,980,uvumnwmh2970698342,10/3/2021 11:40
prod_8_13701,152,immbcede3386252058,11/19/2021 19:33
prod_61_30290,858,Sudeyfdw4280075301,12/12/2021 6:19
prod_93_8330,355.5,AFUAQUHW3765108772,12/22/2021 13:03
prod_22_40693,803.7,AQNGTCFO2009384654,10/26/2021 0:03
prod_19_48699,743.4,Kdvpvzwl2137664409,12/17/2021 20:15
prod_80_49478,936,PGVESGVH3019826065,11/29/2021 5:24
prod_95_23572,781,giizfvmq1259903120,11/19/2021 8:44
prod_61_30290,858,Ztthibqn1953906272,12/23/2021 16:59
prod_94_4935,495.9,Zcfbuwxq783890627,11/3/2021 23:37
prod_24_36520,320.4,Kdggwgta815591928,12/19/2021 6:01
prod_30_26729,146.7,GOBMDCIK69368002,12/29/2021 23:19
prod_83_35734,816,acdiuqkc1722300902,12/13/2021 11:10
prod_31_31200,794,Immbcede3386252058,12/7/2021 2:40
prod_44_29979,693,Rfhfrvpu773766810,10/30/2021 18:11
prod_26_31806,733,QZJFJVMS3945969372,10/23/2021 9:12
prod_81_32865,590.4,GAAJYSGO2960425646,11/28/2021 8:39
prod_87_44039,893,MZQSOHRS4097504625,12/16/2021 21:27
prod_96_8204,790,wrvhmvgq3429567595,12/30/2021 13:50
prod_61_30290,772.2,Ptdugavo2908104144,12/2/2021 17:21
prod_65_38327,564.3,fxbdbaid158796516,10/28/2021 16:21
prod_8_13701,152,Cagvawlt881367498,12/27/2021 21:13
prod_40_42608,675,wwvjwfwg866923053,11/17/2021 20:07
prod_8_13701,152,ZJISNKGA2005181154,11/17/2021 8:47
prod_83_35734,816,fiunmpkb2145852829,12/23/2021 21:03
prod_18_47747,730,Lwgnurxz3106773361,11/29/2021 7:40
prod_29_17163,265,Lxchynlq2709867513,12/23/2021 20:15
prod_73_55136,952,Yqxshxya3541359977,12/14/2021 10:56
prod_80_49478,842.4,ptnzgqld3425888307,10/21/2021 3:59
prod_72_7398,175,CRBSYILV1485483712,11/16/2021 12:29
prod_43_49233,872.1,xfjbsepu2082050161,12/29/2021 23:28
prod_20_26093,368,klniypfh2942787296,12/15/2021 10:56
prod_60_60974,461,QIGWKYJY1330585078,12/3/2021 21:23
prod_61_30290,772.2,Jppndqtk2233014898,12/5/2021 11:45
prod_72_7398,175,Ravmmluh2166358541,11/4/2021 16:26
prod_67_33621,999,FKYWYXYH840866125,11/5/2021 8:23
prod_66_49521,222.3,HFZDOFWK1895077278,10/25/2021 7:43
prod_15_41448,342.9,eulimuuu591355146,10/15/2021 23:59
prod_40_42608,750,toqikoxv3979933616,11/17/2021 3:07
prod_69_31245,695.7,hxzxkznl2056854758,11/1/2021 17:33
prod_33_25785,124,Mzztqkwr1232697078,11/9/2021 23:21
prod_37_41572,886.5,Ahkoczji3858444408,12/18/2021 18:19
prod_9_14928,61.2,Eulimuuu591355146,11/1/2021 22:53
prod_71_12599,414,DBOIAMGD4263253776,10/17/2021 15:58
prod_47_11852,46,Cvsekriu4274493055,11/24/2021 13:54
prod_53_20228,794,LSBLJNXD2438880833,12/8/2021 8:32
prod_80_49478,936,SLWHALXH3289042142,12/13/2021 9:11
prod_16_11667,838.8,Rtfmjkvt2390829822,10/28/2021 17:18
prod_78_35167,511,VWHQPCDF2151289507,11/1/2021 19:54
prod_99_26910,167.4,Jxzxufej1169257384,11/5/2021 15:30
prod_73_55136,952,Lgvtiemm152590501,11/9/2021 13:40
prod_16_11667,932,Uvumnwmh2970698342,10/17/2021 20:24
prod_86_15149,462.6,zvxwlkrg2505537319,10/8/2021 13:36
prod_91_39898,740,WZMUZZPS2022893887,10/3/2021 2:15
prod_22_40693,893,rzkflmbq3852661025,12/20/2021 2:31
prod_28_46543,951,Efsrcxfp651434238,10/21/2021 0:25
prod_81_32865,590.4,ZCFBUWXQ783890627,11/14/2021 8:43
prod_52_8939,657,Jppndqtk2233014898,10/19/2021 5:13
prod_51_48835,810,Ltuxotmz2637843221,11/5/2021 11:54
prod_63_47776,487,GFJCHPNS3696064207,11/7/2021 16:47
prod_78_35167,511,WFOXIUBC1725626423,12/6/2021 0:42
prod_95_23572,702.9,igpxyizq2069589896,12/15/2021 3:52
prod_22_40693,893,QVXHCEPE1141107199,12/26/2021 22:20
prod_6_30449,635,BSPSQFUU1078808537,12/7/2021 3:31
prod_98_47920,320,Zjxtutmi3683072364,10/19/2021 20:33
prod_1_38922,400.5,GQPFLSYY3185770139,12/16/2021 6:34
prod_16_11667,932,Fdsjirpl926891334,12/10/2021 14:18
prod_96_8204,711,jfvrhfkb4131134738,10/6/2021 3:26
prod_80_49478,842.4,ZREYQZWC422238945,10/31/2021 3:40
prod_99_26910,167.4,GTSANMIT859218888,10/9/2021 19:00
prod_13_59066,986,Cagvawlt881367498,10/1/2021 17:56
prod_57_31611,739,Iavsrzmn116222087,12/1/2021 12:56
prod_12_46839,592,NVMFYMVE437805198,10/19/2021 10:33
prod_86_15149,514,ugqbazxj3325856357,10/10/2021 18:35
prod_57_31611,665.1,PPXRZSPT821582863,11/23/2021 6:54
prod_27_407,762.3,BUXIMAAL757088986,11/19/2021 9:01
